age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
49,management,married,tertiary,no,413,no,yes,cellular,31,jul,196,4,999,0,unknown,no
39,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,225,7,350,2,failure,no
44,blue-collar,divorced,primary,no,-57,yes,no,cellular,7,may,234,1,356,2,failure,no
38,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,2,999,0,unknown,no
54,housemaid,married,primary,no,212,no,no,cellular,12,aug,81,4,999,0,unknown,no
52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
53,blue-collar,married,secondary,no,2,yes,no,unknown,16,may,851,2,999,0,unknown,no
80,retired,married,secondary,no,1610,no,no,cellular,12,aug,71,1,999,0,unknown,no
31,management,single,tertiary,no,15,no,no,cellular,11,aug,119,2,999,0,unknown,no
32,admin.,single,secondary,no,184,yes,no,unknown,8,may,230,4,999,0,unknown,no
27,admin.,single,tertiary,no,832,no,no,cellular,21,apr,336,1,999,0,unknown,no
42,services,married,secondary,no,737,yes,no,unknown,14,may,762,2,999,0,unknown,no
25,blue-collar,single,secondary,no,-250,yes,no,unknown,13,may,456,1,999,0,unknown,no
30,management,single,tertiary,no,2766,yes,yes,cellular,20,nov,244,1,999,0,unknown,no
47,management,married,tertiary,no,0,no,no,unknown,5,jun,265,2,999,0,unknown,no
32,blue-collar,married,primary,no,206,yes,no,unknown,20,may,205,2,999,0,unknown,no
30,management,married,tertiary,no,-328,yes,no,unknown,14,may,242,5,999,0,unknown,no
52,admin.,married,secondary,no,-462,yes,no,cellular,9,feb,172,5,999,0,unknown,no
48,admin.,married,secondary,no,112,no,no,cellular,18,aug,139,5,999,0,unknown,no
30,technician,single,secondary,no,4787,yes,no,cellular,18,nov,266,1,167,2,failure,no
51,management,divorced,tertiary,no,1937,yes,no,cellular,18,nov,185,4,152,11,other,no
43,technician,married,secondary,no,994,yes,yes,cellular,5,may,51,1,999,0,unknown,no
40,services,divorced,primary,no,1937,yes,no,unknown,2,jun,86,1,999,0,unknown,no
38,services,married,secondary,no,-762,yes,yes,unknown,30,may,408,2,999,0,unknown,no
37,technician,married,primary,no,0,yes,no,unknown,6,may,76,4,999,0,unknown,no
76,retired,married,unknown,no,8919,no,no,cellular,28,jan,231,1,999,0,unknown,no
35,admin.,married,secondary,no,421,yes,no,cellular,18,nov,350,1,999,0,unknown,no
39,blue-collar,married,primary,no,34,yes,no,unknown,27,may,114,1,999,0,unknown,no
61,technician,married,primary,no,2282,no,no,cellular,25,nov,1092,1,999,0,unknown,no
44,admin.,married,secondary,no,764,yes,no,cellular,3,sep,232,1,213,1,failure,no
40,technician,married,secondary,no,214,no,no,cellular,25,aug,59,6,999,0,unknown,no
54,technician,married,secondary,no,0,no,no,telephone,14,aug,159,2,106,6,success,no
43,unemployed,divorced,secondary,no,1854,no,no,cellular,13,nov,131,2,197,1,success,no
33,management,single,tertiary,no,1724,no,no,cellular,3,feb,252,6,999,0,unknown,no
33,blue-collar,married,primary,no,-132,yes,yes,cellular,18,may,170,6,999,0,unknown,no
35,entrepreneur,married,secondary,no,1163,yes,no,unknown,20,may,284,1,999,0,unknown,no
39,technician,single,secondary,no,287,yes,no,cellular,14,jul,84,3,999,0,unknown,no
46,admin.,divorced,secondary,no,2087,no,no,cellular,1,jun,111,1,119,4,other,no
28,technician,single,secondary,no,250,no,yes,cellular,29,jan,133,1,999,0,unknown,no
42,technician,single,secondary,no,823,yes,no,cellular,28,jan,137,1,999,0,unknown,no
42,blue-collar,married,secondary,no,160,yes,yes,unknown,26,jun,190,1,999,0,unknown,no
44,services,married,secondary,no,5781,yes,yes,cellular,15,may,195,1,999,0,unknown,no
37,management,married,tertiary,no,355,no,no,cellular,4,aug,340,1,999,0,unknown,no
34,technician,divorced,secondary,no,259,no,no,cellular,11,aug,316,2,999,0,unknown,no
43,unemployed,single,primary,no,698,yes,no,unknown,14,may,322,1,999,0,unknown,no
29,management,married,tertiary,no,205,no,no,cellular,4,jun,787,1,999,0,unknown,yes
32,technician,married,secondary,no,1547,no,no,cellular,26,oct,289,1,805,4,other,yes
26,admin.,single,secondary,no,255,no,no,cellular,9,feb,190,1,999,0,unknown,yes
32,blue-collar,married,secondary,yes,-1,yes,no,unknown,9,may,653,1,999,0,unknown,yes
27,technician,single,tertiary,no,667,no,no,cellular,29,jan,866,2,999,0,unknown,yes
33,management,single,tertiary,no,1304,yes,no,cellular,18,may,536,2,999,0,unknown,yes
51,blue-collar,divorced,primary,no,-19,yes,no,cellular,13,may,829,1,296,11,failure,yes
35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,248,1,999,0,unknown,yes
37,admin.,single,secondary,no,728,no,no,cellular,3,feb,129,1,174,2,other,yes
26,technician,single,tertiary,no,1066,no,no,cellular,15,apr,200,1,999,0,unknown,yes
57,admin.,married,secondary,no,4391,no,no,telephone,4,feb,1416,1,999,0,unknown,yes
48,entrepreneur,married,secondary,no,0,no,yes,cellular,28,jul,431,2,999,0,unknown,yes
32,management,single,tertiary,no,311,no,no,unknown,12,may,757,2,999,0,unknown,yes
30,admin.,single,secondary,no,313,yes,no,cellular,4,feb,1121,2,999,0,unknown,yes
22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,999,0,unknown,yes
31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,1,9,2,success,yes
52,housemaid,married,primary,no,3798,yes,no,cellular,17,jul,1208,1,999,0,unknown,yes
29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,999,0,unknown,yes
49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,104,1,failure,yes
40,admin.,married,primary,no,72,yes,yes,cellular,21,nov,849,1,999,0,unknown,yes
56,unemployed,single,primary,no,1110,no,no,cellular,4,feb,945,2,999,0,unknown,yes
31,technician,married,tertiary,no,3382,no,no,cellular,30,apr,739,1,999,0,unknown,yes
44,unemployed,single,primary,yes,-4,no,yes,cellular,30,jul,788,2,999,0,unknown,yes
27,technician,single,tertiary,no,393,no,no,cellular,1,apr,165,2,999,0,unknown,yes
90,retired,divorced,secondary,no,1,no,no,cellular,13,feb,152,3,999,0,unknown,yes
34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,999,0,unknown,yes
51,unemployed,married,tertiary,no,1801,no,no,cellular,16,apr,838,3,999,0,unknown,yes
33,management,single,tertiary,no,6807,no,no,cellular,21,oct,512,2,184,1,success,yes
26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,3,999,0,unknown,yes
27,technician,single,secondary,yes,0,no,yes,cellular,8,jul,732,1,999,0,unknown,yes
44,management,married,tertiary,no,7818,no,no,cellular,27,may,412,1,999,0,unknown,yes
59,unemployed,married,secondary,no,1047,no,no,cellular,21,aug,438,1,184,3,success,yes
45,blue-collar,married,primary,no,804,yes,no,unknown,16,may,528,1,999,0,unknown,yes
36,blue-collar,single,secondary,no,3623,no,no,unknown,12,nov,71,1,378,1,success,yes
42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes
52,technician,married,secondary,no,117,no,no,cellular,26,feb,959,3,186,6,success,yes
61,retired,married,secondary,no,523,no,no,cellular,13,aug,211,3,183,4,success,yes
60,management,married,unknown,no,264,no,no,telephone,1,feb,265,1,999,0,unknown,yes
39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,may,576,4,371,1,failure,yes
53,admin.,single,secondary,no,654,no,no,unknown,10,jul,67,1,999,0,unknown,yes
21,admin.,single,secondary,no,524,no,no,cellular,26,may,185,1,999,0,unknown,yes
36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure,yes
33,technician,single,secondary,no,1429,yes,no,cellular,31,aug,268,8,999,0,unknown,yes
32,services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,999,0,unknown,yes
70,retired,divorced,primary,no,482,no,no,telephone,14,jan,372,1,196,2,success,yes
36,management,single,tertiary,no,7606,yes,no,unknown,30,may,917,1,999,0,unknown,yes
34,management,married,tertiary,no,123,no,no,cellular,3,feb,301,3,999,0,unknown,yes
63,blue-collar,married,secondary,no,641,no,no,cellular,27,may,417,2,999,0,unknown,yes
44,technician,single,secondary,no,250,no,no,telephone,2,mar,382,2,999,0,unknown,yes
34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,yes
32,blue-collar,married,secondary,no,1879,no,no,cellular,6,feb,591,8,999,0,unknown,yes
24,technician,married,secondary,no,556,yes,no,cellular,6,nov,368,2,80,2,success,yes
32,admin.,married,secondary,no,366,no,no,cellular,14,jan,366,2,999,0,unknown,yes
33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,1,999,0,unknown,yes
69,retired,married,unknown,no,426,no,no,telephone,10,sep,211,2,185,2,success,yes
37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,jun,238,1,181,2,success,yes
29,admin.,single,secondary,no,3528,no,no,cellular,8,oct,137,1,999,0,unknown,yes
60,retired,married,primary,no,1588,no,no,cellular,6,oct,728,1,999,0,unknown,yes
32,blue-collar,married,primary,no,3136,yes,no,cellular,19,nov,820,1,999,0,unknown,yes
39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,491,2,344,2,failure,yes
32,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,2,86,2,success,yes
39,blue-collar,married,unknown,no,621,yes,no,cellular,20,apr,1333,5,999,0,unknown,yes
30,management,single,tertiary,no,4889,no,no,cellular,11,aug,545,2,999,0,unknown,yes
28,management,married,tertiary,no,12,yes,no,cellular,9,sep,202,1,999,0,unknown,yes
33,technician,single,tertiary,no,109,yes,yes,cellular,25,may,601,2,10,7,failure,yes
54,admin.,married,secondary,no,602,no,no,cellular,3,mar,143,2,999,0,unknown,yes
39,management,married,tertiary,no,1425,yes,no,cellular,12,may,775,3,999,0,unknown,yes
41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,999,0,unknown,yes
36,technician,married,tertiary,no,4596,yes,no,cellular,8,oct,234,2,175,2,success,yes
55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,2,91,1,success,yes
50,unemployed,married,primary,no,705,no,no,unknown,5,jun,504,1,999,0,unknown,yes
38,management,married,tertiary,no,385,yes,no,telephone,28,oct,154,1,999,0,unknown,yes
19,student,single,secondary,no,329,no,no,cellular,30,apr,169,1,190,2,success,yes
31,self-employed,married,tertiary,no,2666,no,no,telephone,8,jul,411,2,148,9,other,yes
55,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169,1,183,1,failure,yes
26,management,single,tertiary,no,1623,no,no,cellular,2,jun,479,1,999,0,unknown,yes
46,blue-collar,married,secondary,no,1723,no,no,cellular,17,jun,176,2,52,7,failure,yes
35,management,married,tertiary,no,4124,yes,no,cellular,23,jul,350,2,445,7,other,yes
40,management,married,secondary,no,406,yes,no,unknown,12,jun,577,2,999,0,unknown,yes
50,unemployed,married,secondary,no,3674,yes,no,unknown,30,may,886,3,999,0,unknown,yes
26,management,single,tertiary,no,390,no,no,cellular,7,aug,325,1,999,0,unknown,yes
47,blue-collar,married,secondary,no,1730,yes,no,cellular,30,apr,231,1,999,0,unknown,yes
33,unemployed,married,secondary,no,-144,no,no,cellular,30,jul,481,3,999,0,unknown,yes
28,technician,single,tertiary,no,-123,no,yes,cellular,23,jul,690,1,999,0,unknown,yes
53,technician,married,tertiary,no,9001,no,no,cellular,5,apr,170,1,999,0,unknown,yes
23,management,single,tertiary,no,1807,no,no,cellular,27,jul,606,1,999,0,unknown,yes
62,management,married,secondary,no,4562,yes,no,cellular,3,mar,168,1,999,0,unknown,yes
28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,525,1,89,11,failure,yes
42,technician,married,unknown,no,1559,no,no,cellular,30,apr,368,1,999,0,unknown,yes
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,3,999,0,unknown,yes
42,technician,divorced,secondary,no,19,no,no,cellular,20,aug,875,4,999,0,unknown,yes
42,services,married,secondary,no,1376,yes,no,cellular,2,mar,712,4,999,0,unknown,yes
32,technician,single,secondary,no,6402,yes,no,cellular,20,nov,628,1,999,0,unknown,yes
52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,jun,442,8,999,0,unknown,yes
53,technician,married,secondary,no,6831,no,no,cellular,13,may,1130,2,999,0,unknown,yes
34,technician,single,tertiary,no,6529,no,no,cellular,14,aug,505,2,999,0,unknown,yes
26,self-employed,single,secondary,no,551,no,no,cellular,8,jul,531,1,999,0,unknown,yes
38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
37,management,single,tertiary,no,8828,no,no,unknown,12,jun,1010,3,999,0,unknown,yes
71,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,1,999,0,unknown,yes
29,management,single,tertiary,no,9407,no,no,cellular,4,may,267,6,999,0,unknown,yes
47,management,married,tertiary,no,288,no,no,cellular,1,oct,101,1,999,0,unknown,yes
27,technician,single,secondary,no,204,no,no,cellular,28,jul,471,2,999,0,unknown,yes
33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,7,999,0,unknown,yes
51,blue-collar,married,primary,no,201,yes,no,cellular,17,jul,582,2,999,0,unknown,yes
52,retired,married,tertiary,no,2269,no,no,unknown,20,jun,1210,1,999,0,unknown,yes
37,management,married,tertiary,no,1276,no,no,cellular,16,nov,146,1,94,2,success,yes
33,blue-collar,single,secondary,no,76,yes,no,unknown,4,jun,1141,4,999,0,unknown,yes
38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,999,0,unknown,yes
52,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,412,1,999,0,unknown,yes
27,admin.,married,secondary,no,-97,yes,no,unknown,18,jun,1528,2,999,0,unknown,yes
35,management,divorced,tertiary,no,146,no,no,cellular,6,aug,720,2,999,0,unknown,yes
28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,failure,yes
38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,999,0,unknown,yes
29,management,single,tertiary,no,983,yes,no,cellular,11,jul,963,2,999,0,unknown,yes
32,management,married,tertiary,no,169,no,no,telephone,14,aug,698,2,999,0,unknown,yes
31,self-employed,single,tertiary,no,17924,yes,no,cellular,14,may,745,1,174,3,failure,yes
26,management,single,tertiary,no,194,no,no,cellular,22,apr,407,2,999,0,unknown,yes
34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,336,4,999,0,unknown,yes
48,management,married,tertiary,no,0,yes,no,cellular,6,sep,194,2,125,6,failure,yes
35,management,divorced,tertiary,no,3837,yes,no,unknown,8,may,1084,1,999,0,unknown,yes
47,blue-collar,married,secondary,no,820,no,no,cellular,18,jan,262,1,91,1,success,yes
73,retired,divorced,tertiary,no,3203,no,no,cellular,20,apr,148,1,999,0,unknown,yes
35,management,married,tertiary,no,-468,yes,no,cellular,30,jul,540,8,999,0,unknown,yes
29,self-employed,single,tertiary,no,814,no,no,unknown,13,aug,461,1,999,0,unknown,yes
30,blue-collar,single,secondary,no,183,yes,no,cellular,18,jul,610,1,999,0,unknown,yes
46,blue-collar,married,unknown,no,336,yes,no,cellular,14,aug,260,3,457,1,other,yes
22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes
35,management,married,tertiary,no,62,no,no,cellular,7,may,226,2,88,4,success,yes
28,management,single,tertiary,no,5474,no,no,cellular,28,jul,486,5,999,0,unknown,yes
31,blue-collar,single,primary,no,216,yes,no,unknown,21,may,565,1,999,0,unknown,yes
48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,999,0,unknown,yes
33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,1,74,2,failure,yes
42,entrepreneur,married,unknown,no,206,yes,no,cellular,30,jul,695,2,999,0,unknown,yes
39,management,married,tertiary,no,481,no,no,cellular,7,dec,929,5,189,1,other,yes
58,technician,married,secondary,no,3399,no,no,cellular,26,may,1078,1,97,7,other,yes
34,management,married,tertiary,no,2037,no,no,cellular,15,dec,324,2,999,0,unknown,yes
32,services,single,secondary,no,5806,yes,no,cellular,20,nov,1503,2,999,0,unknown,yes
38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,yes
35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure,yes
41,unemployed,single,tertiary,no,79,no,no,telephone,9,nov,394,1,390,2,success,yes
45,technician,married,secondary,no,2776,yes,no,cellular,27,jul,287,2,181,1,success,yes
52,housemaid,married,primary,no,10943,no,no,cellular,16,sep,292,1,999,0,unknown,yes
48,blue-collar,married,primary,no,719,no,yes,cellular,11,aug,418,5,999,0,unknown,yes
58,technician,married,secondary,no,99,no,no,telephone,22,sep,396,2,999,0,unknown,yes
25,services,married,secondary,no,0,yes,no,cellular,24,jul,458,9,999,0,unknown,yes
24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
43,blue-collar,married,primary,no,-192,yes,no,unknown,8,may,1120,2,999,0,unknown,yes
32,management,single,tertiary,no,1781,no,no,cellular,8,apr,321,1,999,0,unknown,yes
34,technician,single,secondary,no,194,yes,yes,cellular,15,may,1015,1,999,0,unknown,yes
61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,999,0,unknown,yes
60,management,married,tertiary,no,13546,no,no,cellular,17,apr,452,3,999,0,unknown,yes
41,technician,married,secondary,no,965,no,no,cellular,22,aug,336,10,999,0,unknown,yes
53,services,married,secondary,no,341,no,no,cellular,30,apr,423,2,999,0,unknown,yes
49,services,married,primary,no,0,yes,no,cellular,6,may,445,2,166,3,failure,yes
29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,1,181,2,success,yes
36,services,married,secondary,no,4721,no,no,cellular,9,dec,149,3,999,0,unknown,yes
39,blue-collar,married,secondary,no,261,no,no,cellular,4,may,841,4,999,0,unknown,yes
34,admin.,married,tertiary,no,899,yes,no,unknown,12,nov,114,1,170,3,failure,yes
59,management,married,tertiary,no,5397,no,no,cellular,23,sep,244,1,92,3,success,yes
39,admin.,married,secondary,no,150,no,no,cellular,3,jun,296,4,999,0,unknown,yes
44,unemployed,divorced,tertiary,no,0,no,no,cellular,5,feb,1960,3,999,0,unknown,yes
33,management,married,tertiary,no,1808,no,no,cellular,28,dec,250,3,999,0,unknown,yes
30,technician,single,secondary,no,2544,no,no,cellular,8,apr,108,2,999,0,unknown,yes
29,blue-collar,single,tertiary,no,455,no,no,telephone,27,may,214,2,36,1,success,yes
22,student,single,secondary,no,216,no,no,cellular,6,aug,178,1,179,2,success,yes
33,student,married,secondary,no,1536,no,no,cellular,9,nov,262,1,94,2,success,yes
52,unemployed,married,primary,no,959,no,no,telephone,30,jul,694,2,999,0,unknown,yes
33,services,married,secondary,no,210,yes,no,cellular,13,may,1207,2,999,0,unknown,yes
31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,999,0,unknown,yes
48,admin.,married,primary,no,3644,yes,yes,telephone,31,jul,1039,9,999,0,unknown,yes
55,management,married,secondary,no,2693,no,no,cellular,22,sep,182,1,184,7,success,yes
29,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,999,0,unknown,yes
38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,20,nov,888,2,183,2,failure,yes
27,student,single,secondary,no,538,no,no,cellular,18,dec,170,4,197,2,success,yes
28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,1,999,0,unknown,yes
39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,999,0,unknown,yes
43,technician,married,tertiary,no,2643,no,no,cellular,12,aug,188,3,100,5,success,yes
73,retired,married,primary,no,508,no,no,cellular,9,mar,176,1,999,0,unknown,yes
45,unknown,married,tertiary,no,406,no,no,cellular,7,sep,314,1,999,0,unknown,yes
60,retired,married,secondary,no,5267,no,no,cellular,4,sep,520,1,999,0,unknown,yes
46,management,married,tertiary,no,242,no,no,cellular,4,aug,120,2,96,1,success,yes
32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes
50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254,3,385,2,other,yes
29,technician,married,secondary,no,273,no,no,cellular,4,feb,2775,2,999,0,unknown,yes
32,technician,single,tertiary,no,2684,yes,no,cellular,18,may,542,2,999,0,unknown,yes
33,technician,married,secondary,no,180,no,no,cellular,4,aug,561,1,435,3,failure,yes
33,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625,2,999,0,unknown,yes
62,retired,married,secondary,no,1495,no,no,cellular,17,aug,606,1,196,1,success,yes
60,admin.,married,secondary,no,12980,no,no,cellular,5,mar,115,1,999,0,unknown,yes
30,admin.,single,secondary,no,4448,no,no,cellular,11,feb,112,8,999,0,unknown,yes
38,management,married,tertiary,no,4174,no,no,cellular,23,oct,336,2,184,5,failure,yes
43,admin.,married,tertiary,no,189,yes,no,cellular,14,jul,1062,4,999,0,unknown,yes
37,services,married,secondary,no,466,yes,yes,cellular,25,may,377,1,999,0,unknown,yes
31,management,single,tertiary,no,825,yes,no,unknown,21,may,506,2,999,0,unknown,yes
34,blue-collar,married,secondary,no,182,no,no,cellular,6,aug,938,2,999,0,unknown,yes
32,self-employed,single,tertiary,no,1815,no,no,telephone,10,aug,235,1,102,2,failure,yes
56,retired,married,primary,no,1947,no,no,cellular,2,mar,225,2,123,5,failure,yes
61,retired,married,secondary,no,11,no,no,cellular,29,sep,232,1,92,3,success,yes
83,retired,married,primary,no,425,no,no,telephone,22,sep,773,1,92,2,success,yes
45,management,married,unknown,no,2724,no,no,cellular,28,jun,359,2,182,1,success,yes
28,blue-collar,single,secondary,no,643,no,no,cellular,3,jul,308,2,999,0,unknown,yes
42,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175,2,999,0,unknown,yes
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,1096,4,999,0,unknown,yes
54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,3,999,0,unknown,yes
77,retired,married,secondary,no,638,no,no,cellular,7,aug,453,1,999,0,unknown,yes
46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,may,523,2,353,58,other,yes
38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,may,531,2,999,0,unknown,yes
28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other,yes
46,blue-collar,married,secondary,no,640,yes,no,cellular,6,may,246,1,55,5,success,yes
35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1121,1,999,0,unknown,yes
23,student,single,secondary,no,1234,no,no,cellular,15,feb,379,1,91,1,success,yes
20,blue-collar,single,secondary,no,76,yes,no,cellular,18,may,639,2,999,0,unknown,yes
36,management,married,tertiary,no,96,no,no,cellular,30,jul,729,4,999,0,unknown,yes
70,retired,married,primary,no,2795,no,no,cellular,8,jul,480,1,181,2,success,yes
23,student,single,tertiary,no,0,no,no,cellular,10,aug,213,1,999,0,unknown,yes
42,management,married,tertiary,no,36,no,no,cellular,21,nov,664,3,999,0,unknown,yes
21,student,single,primary,no,423,no,no,cellular,8,apr,104,5,999,0,unknown,yes
64,retired,divorced,secondary,no,4833,no,no,cellular,20,oct,621,1,181,3,failure,yes
34,management,married,tertiary,no,0,no,no,cellular,6,feb,787,3,9,1,other,yes
69,retired,married,secondary,no,0,no,no,cellular,27,jul,666,1,90,4,success,yes
50,admin.,divorced,secondary,no,237,no,yes,telephone,5,nov,169,1,999,0,unknown,yes
33,technician,married,tertiary,no,1699,no,no,cellular,4,aug,600,1,999,0,unknown,yes
27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,yes
57,management,married,tertiary,no,1227,no,no,cellular,5,jun,232,1,999,0,unknown,yes
32,admin.,married,secondary,no,200,no,no,cellular,1,sep,729,1,29,3,failure,yes
55,management,married,tertiary,no,568,no,no,cellular,12,aug,940,10,999,0,unknown,yes
32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,999,0,unknown,yes
38,technician,married,secondary,no,4539,no,no,cellular,16,sep,387,1,999,0,unknown,yes
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,yes
23,management,single,tertiary,no,2143,no,no,cellular,30,mar,180,2,999,0,unknown,yes
76,retired,married,primary,no,1492,no,no,telephone,3,nov,383,1,999,0,unknown,yes
46,admin.,married,secondary,no,660,no,no,cellular,6,aug,740,2,999,0,unknown,yes
47,technician,married,secondary,no,3466,yes,no,cellular,11,jul,853,2,999,0,unknown,yes
49,management,divorced,tertiary,no,300,no,no,cellular,21,jul,316,1,999,0,unknown,yes
29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,1,999,0,unknown,yes
26,technician,single,secondary,no,354,no,no,cellular,16,jul,586,1,999,0,unknown,yes
33,management,married,tertiary,no,191,no,no,cellular,13,aug,1148,2,999,0,unknown,yes
64,retired,married,tertiary,no,380,no,no,cellular,25,aug,479,1,999,0,unknown,yes
36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207,1,999,0,unknown,yes
40,self-employed,married,secondary,yes,-754,yes,yes,unknown,3,jun,941,3,999,0,unknown,yes
39,services,married,secondary,no,2843,yes,no,unknown,19,jun,585,1,999,0,unknown,yes
49,management,married,tertiary,no,1167,yes,yes,cellular,24,sep,249,1,91,14,success,yes
45,management,married,tertiary,no,212,no,no,cellular,21,apr,65,2,999,0,unknown,yes
48,blue-collar,married,primary,no,476,no,no,cellular,11,aug,856,3,999,0,unknown,yes
64,retired,divorced,primary,no,315,no,no,cellular,17,feb,154,1,999,0,unknown,yes
35,admin.,single,secondary,no,507,yes,no,cellular,22,jul,560,2,999,0,unknown,yes
30,student,single,tertiary,no,2766,no,no,cellular,21,nov,834,1,999,0,unknown,yes
41,management,married,tertiary,no,0,no,no,cellular,17,sep,294,4,63,11,other,yes
45,admin.,married,secondary,no,3006,no,no,cellular,29,apr,388,2,999,0,unknown,yes
27,management,single,tertiary,no,1,yes,no,cellular,30,jul,764,4,999,0,unknown,yes
33,services,single,secondary,no,489,yes,no,cellular,4,may,297,4,334,1,other,yes
43,management,single,tertiary,no,1046,no,no,unknown,9,jun,901,1,999,0,unknown,yes
32,student,single,tertiary,no,1138,no,no,telephone,10,feb,402,3,999,0,unknown,yes
49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes
25,technician,single,secondary,no,7103,yes,no,cellular,28,may,188,3,10,1,failure,yes
47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,999,0,unknown,yes
57,management,married,tertiary,no,10583,no,no,cellular,28,sep,341,3,98,3,success,yes
77,retired,married,secondary,no,820,no,no,telephone,21,oct,330,2,181,4,success,yes
33,services,single,secondary,no,133,no,no,cellular,14,jan,305,2,274,1,success,yes
38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,999,0,unknown,yes
66,retired,married,secondary,no,203,no,no,cellular,7,jul,376,1,999,0,unknown,yes
53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,999,0,unknown,yes
28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,246,2,420,2,other,yes
31,management,married,tertiary,no,141,yes,no,cellular,4,feb,572,2,238,7,other,yes
90,retired,divorced,primary,no,712,no,no,telephone,3,mar,557,1,999,0,unknown,yes
36,technician,married,tertiary,no,4596,yes,no,cellular,16,apr,901,2,999,0,unknown,yes
85,retired,married,primary,no,98,no,no,cellular,30,apr,416,1,999,0,unknown,yes
50,technician,married,secondary,no,3176,no,no,cellular,7,aug,670,1,999,0,unknown,yes
32,services,married,secondary,no,689,yes,yes,cellular,16,jun,162,3,999,0,unknown,yes
26,technician,single,secondary,no,1105,yes,no,cellular,6,sep,415,1,297,3,other,yes
